"Record ID","Country","City","Temperature","Humidity","Precipitation","Air Quality Index","Extreme Weather Events","Climate Classification","Climate Zone","Biome Type","Heat Index","Wind Speed","Wind Direction","Season","Population Exposure","Economic Impact Estimate","Infrastructure Vulnerability Score","Date"
"ind_1162","India","Mumbai","19.7",89,"35.3",28,"None","Koeppen-B","Arid","Forest","24.1","32.7","SE","Spring","5237108","36214032.43",8,"2025-03-06"
"ind_1163","India","Mumbai","27",60,"157.2",303,"Heatwave","Koeppen-C","Arid","Desert","30","33.7","W","Spring","4723866","36593764.94",1,"2025-03-07"
"ind_1164","India","Mumbai","-2.8",95,"118.2",269,"None","Koeppen-B","Arid","Desert","2","18.9","S","Spring","856857","18823910.69",10,"2025-03-08"
"ind_1165","India","Mumbai","3.6",82,"165",493,"None","Koeppen-D","Arid","Grassland","7.7","30.3","NW","Spring","598060","93453638.16",7,"2025-03-09"
"ind_1166","India","Mumbai","-1.2",42,"94.3",217,"None","Koeppen-B","Arid","Forest","0.9","18","NE","Spring","1852382","83282290.28",6,"2025-03-10"
"ind_1167","India","Mumbai","7.5",69,"37.8",228,"Hurricane","Koeppen-C","Arid","Desert","10.9","3","NE","Spring","3224342","80954453.7",3,"2025-03-11"
"ind_1168","India","Mumbai","23.2",19,"199.2",331,"Flood","Koeppen-C","Arid","Desert","24.1","13.1","E","Spring","1498996","48259646.8",8,"2025-03-12"
"ind_1169","India","Mumbai","-7.4",71,"49.7",13,"None","Koeppen-B","Arid","Desert","-3.9","10.9","NW","Spring","9627564","58524233.06",10,"2025-03-13"
"ind_117","India","Delhi","43",48,"196.4",275,"None","Koeppen-D","Arid","Tundra","45.4","38.8","S","Spring","154434","34449673.72",9,"2024-04-26"
"ind_1170","India","Mumbai","25.1",60,"23.1",499,"None","Koeppen-D","Arid","Desert","28.1","37.8","E","Spring","7316458","73356594.55",4,"2025-03-14"
"ind_1171","India","Mumbai","-2",70,"92.6",445,"None","Koeppen-D","Arid","Tundra","1.5","28.9","N","Spring","3806794","65327350.29",4,"2025-03-15"
"ind_1172","India","Mumbai","1",41,"122.7",160,"None","Koeppen-A","Arid","Grassland","3.1","18.3","S","Spring","8934264","58015567.51",10,"2025-03-16"
"ind_1173","India","Mumbai","-7.2",14,"7.6",481,"Heatwave","Koeppen-C","Arid","Grassland","-6.5","30.2","NW","Spring","9790729","108426.65",2,"2025-03-17"
"ind_1174","India","Mumbai","31.7",36,"96.3",475,"Heatwave","Koeppen-C","Arid","Desert","33.5","18.5","SW","Spring","6786725","12333549.52",1,"2025-03-18"
"ind_1175","India","Mumbai","30.9",67,"161.3",279,"None","Koeppen-C","Arid","Grassland","34.2","4.7","SW","Spring","7557966","1973846.82",9,"2025-03-19"
"ind_1176","India","Mumbai","5.8",43,"84.3",54,"None","Koeppen-A","Arid","Grassland","7.9","1.2","SW","Spring","2445966","40446026.54",3,"2025-03-20"
"ind_1177","India","Mumbai","7.6",39,"69.2",256,"None","Koeppen-C","Arid","Grassland","9.6","14.6","N","Spring","7797112","46015634.6",3,"2025-03-21"
"ind_1178","India","Mumbai","42.9",72,"197.2",472,"None","Koeppen-A","Arid","Wetland","46.5","17.8","S","Spring","4623017","29106694.51",5,"2025-03-22"
"ind_1179","India","Mumbai","-3.7",47,"66.7",324,"Drought","Koeppen-A","Arid","Desert","-1.4","9.7","SW","Spring","4814322","60625772.12",8,"2025-03-23"
"ind_118","India","Delhi","-1.3",30,"12",294,"None","Koeppen-B","Arid","Grassland","0.2","17","E","Spring","7670292","46506329.01",6,"2024-04-27"
"ind_1180","India","Mumbai","12.7",31,"136.9",42,"None","Koeppen-D","Arid","Tundra","14.2","4.5","SW","Spring","8120380","99514101.41",3,"2025-03-24"
"ind_1181","India","Mumbai","28.6",85,"3.4",63,"None","Koeppen-D","Arid","Grassland","32.9","17.5","E","Spring","2744777","7328505.69",10,"2025-03-25"
"ind_1182","India","Mumbai","31.3",22,"92.4",320,"None","Koeppen-B","Arid","Wetland","32.4","31.6","SE","Spring","8724846","97863824.68",6,"2025-03-26"
"ind_1183","India","Mumbai","15.9",26,"80.3",25,"None","Koeppen-A","Arid","Tundra","17.2","28.5","W","Spring","4045739","25075424.57",2,"2025-03-27"
"ind_1184","India","Mumbai","4.7",99,"136.6",257,"Heatwave","Koeppen-D","Arid","Wetland","9.7","28.7","SW","Spring","9822164","15740831.37",10,"2025-03-28"
"ind_1185","India","Mumbai","31.3",36,"151.3",81,"None","Koeppen-A","Arid","Wetland","33.1","2.7","N","Spring","7221704","21773139.86",10,"2025-03-29"
"ind_1186","India","Mumbai","-5.6",95,"22.9",131,"Flood","Koeppen-A","Arid","Forest","-0.8","9.9","S","Spring","746686","61822772.54",2,"2025-03-30"
"ind_1187","India","Mumbai","20.6",13,"132.7",184,"None","Koeppen-B","Arid","Tundra","21.2","6.8","S","Spring","7168090","34113008.88",9,"2025-03-31"
"ind_1188","India","Mumbai","18.7",71,"20.1",468,"None","Koeppen-B","Arid","Forest","22.2","32.7","S","Spring","1138190","26260515.22",6,"2025-04-01"
"ind_1189","India","Mumbai","36.3",40,"187.7",95,"None","Koeppen-A","Arid","Wetland","38.3","10.6","N","Spring","7230159","90463254.89",3,"2025-04-02"
"ind_119","India","Delhi","26.9",46,"129.9",347,"Flood","Koeppen-C","Arid","Grassland","29.2","36.1","N","Spring","7288977","20706521.53",10,"2024-04-28"
"ind_1190","India","Mumbai","16.1",62,"70.1",190,"None","Koeppen-D","Arid","Grassland","19.2","6.1","SE","Spring","5426251","45264488.26",5,"2025-04-03"
"ind_1191","India","Mumbai","40.3",92,"77.4",257,"None","Koeppen-C","Arid","Wetland","44.9","14.5","NW","Spring","9109504","23767387.04",6,"2025-04-04"
"ind_1192","India","Mumbai","3.4",60,"17.9",345,"None","Koeppen-B","Arid","Forest","6.4","26.4","NE","Spring","6775573","81607861.44",10,"2025-04-05"
"ind_1193","India","Mumbai","38.6",57,"7.9",167,"None","Koeppen-A","Arid","Wetland","41.5","36.4","N","Spring","9645321","72681841.02",8,"2025-04-06"
"ind_1194","India","Mumbai","-2.7",21,"4.2",283,"None","Koeppen-A","Arid","Desert","-1.7","34.5","N","Spring","2805906","56634351.9",6,"2025-04-07"
"ind_1195","India","Mumbai","-9.7",94,"67.6",106,"None","Koeppen-A","Arid","Grassland","-5","17","N","Spring","1108549","98252337.15",1,"2025-04-08"
"ind_1196","India","Mumbai","-7.7",10,"78.3",143,"None","Koeppen-A","Arid","Desert","-7.2","31.4","SW","Spring","3378429","97364129.75",3,"2025-04-09"
"ind_1197","India","Mumbai","-0.6",80,"114.6",365,"Drought","Koeppen-A","Arid","Tundra","3.4","39.4","NW","Spring","1880314","94480560.28",7,"2025-04-10"
"ind_1198","India","Mumbai","-2.6",37,"55",256,"None","Koeppen-A","Arid","Desert","-0.8","7.8","W","Spring","7579183","41559985.77",2,"2025-04-11"
"ind_1199","India","Mumbai","-1.4",57,"53.4",421,"None","Koeppen-D","Arid","Desert","1.5","15.1","NW","Spring","4486172","74251797.14",5,"2025-04-12"
"ind_12","India","Delhi","33.4",38,"32.4",192,"None","Koeppen-B","Arid","Grassland","35.3","27.2","NW","Winter","4663132","90455597.68",8,"2024-01-12"
"ind_120","India","Delhi","26.8",66,"65.3",345,"None","Koeppen-B","Arid","Wetland","30.1","16.4","SE","Spring","7823647","81868852.3",6,"2024-04-29"
"ind_1200","India","Mumbai","7.8",67,"34.4",318,"None","Koeppen-A","Arid","Desert","11.2","3.5","S","Spring","6775695","23145273.99",7,"2025-04-13"
"ind_1201","India","Mumbai","38.9",80,"22.5",281,"Drought","Koeppen-A","Arid","Desert","42.9","35.2","E","Spring","9121506","93946130.42",6,"2025-04-14"
"ind_1202","India","Mumbai","37",53,"48.5",321,"None","Koeppen-A","Arid","Wetland","39.6","21.7","W","Spring","1149862","77324915.77",10,"2025-04-15"
"ind_1203","India","Mumbai","41",57,"187.4",394,"None","Koeppen-C","Arid","Grassland","43.9","28.8","W","Spring","867424","61956353.32",10,"2025-04-16"
"ind_1204","India","Mumbai","17.6",30,"38.6",75,"None","Koeppen-D","Arid","Grassland","19.1","24","N","Spring","3913571","13826103.61",8,"2025-04-17"
"ind_1205","India","Mumbai","7.3",100,"33.5",35,"None","Koeppen-B","Arid","Forest","12.3","31.8","SW","Spring","4774020","20644197.39",9,"2025-04-18"
"ind_1206","India","Mumbai","25.8",76,"102.7",128,"None","Koeppen-C","Arid","Forest","29.6","16.6","NE","Spring","3459805","23980756.57",10,"2025-04-19"
"ind_1207","India","Mumbai","29",39,"112.6",314,"None","Koeppen-B","Arid","Desert","30.9","16.4","SW","Spring","7182366","96421170.16",9,"2025-04-20"
"ind_1208","India","Mumbai","31.4",97,"189.7",392,"None","Koeppen-D","Arid","Tundra","36.2","29.4","NW","Spring","1389918","37286027.44",9,"2025-04-21"
"ind_1209","India","Mumbai","38.2",95,"126.8",435,"None","Koeppen-A","Arid","Grassland","43","16.9","SW","Spring","7948599","33283767.65",5,"2025-04-22"
"ind_121","India","Delhi","7.2",17,"84.1",43,"None","Koeppen-D","Arid","Desert","8.1","34.3","NE","Spring","6580967","58514950.86",8,"2024-04-30"
"ind_1210","India","Mumbai","22.7",17,"166.6",498,"None","Koeppen-D","Arid","Desert","23.6","31.6","S","Spring","3735376","48508793.87",8,"2025-04-23"
"ind_1211","India","Mumbai","42.9",42,"101.1",77,"Heatwave","Koeppen-C","Arid","Desert","45","10.9","W","Spring","9795154","70619745.17",7,"2025-04-24"
"ind_1212","India","Mumbai","18.5",25,"12.3",158,"Flood","Koeppen-C","Arid","Grassland","19.8","23.3","NW","Spring","2661663","60676460.38",1,"2025-04-25"
"ind_1213","India","Mumbai","30.2",33,"195.4",182,"None","Koeppen-B","Arid","Forest","31.8","38.6","N","Spring","7461850","24115853.14",1,"2025-04-26"
"ind_1214","India","Mumbai","7.5",55,"137",476,"None","Koeppen-B","Arid","Tundra","10.2","1.9","NE","Spring","1432005","15481029.57",1,"2025-04-27"
"ind_1215","India","Mumbai","44.8",25,"144.9",56,"None","Koeppen-D","Arid","Desert","46","24","E","Spring","7919562","75397916.88",2,"2025-04-28"
"ind_1216","India","Mumbai","0.3",46,"176",18,"None","Koeppen-A","Arid","Grassland","2.6","5.7","N","Spring","4878727","88600707.89",3,"2025-04-29"
"ind_1217","India","Mumbai","7.7",83,"142.9",427,"Drought","Koeppen-A","Arid","Tundra","11.9","26.6","W","Spring","2006875","68452068.43",6,"2025-04-30"
"ind_1218","India","Mumbai","37.5",46,"99.5",431,"None","Koeppen-A","Arid","Desert","39.8","21.9","W","Spring","4198248","64774764.57",8,"2025-05-01"
"ind_1219","India","Mumbai","6.9",94,"121.6",214,"None","Koeppen-B","Arid","Grassland","11.6","13.8","S","Spring","6487903","63573307.11",10,"2025-05-02"
"ind_122","India","Delhi","7.6",71,"109.1",55,"None","Koeppen-C","Arid","Forest","11.2","35","SW","Spring","8918044","14592218.03",8,"2024-05-01"
"ind_1220","India","Mumbai","22.9",91,"117.6",405,"None","Koeppen-D","Arid","Tundra","27.4","23.1","NW","Spring","7113223","21053341.16",7,"2025-05-03"
"ind_1221","India","Mumbai","32.3",57,"83.2",489,"None","Koeppen-A","Arid","Forest","35.1","14.5","S","Spring","4198255","92611162.89",9,"2025-05-04"
"ind_1222","India","Mumbai","20.8",19,"145.8",121,"None","Koeppen-B","Arid","Grassland","21.8","33.3","SE","Spring","9146671","27520995.96",6,"2025-05-05"
"ind_1223","India","Mumbai","8",90,"184.1",83,"None","Koeppen-C","Arid","Wetland","12.5","23.5","W","Spring","676579","88004121.84",5,"2025-05-06"
"ind_1224","India","Mumbai","-5.1",15,"129.8",162,"None","Koeppen-C","Arid","Desert","-4.3","19.5","NE","Spring","6503022","50509957.99",3,"2025-05-07"
"ind_1225","India","Mumbai","-8.6",100,"14.9",296,"None","Koeppen-B","Arid","Wetland","-3.6","18.3","W","Spring","745451","85975512.84",8,"2025-05-08"
"ind_1226","India","Mumbai","4.2",54,"194.7",280,"None","Koeppen-A","Arid","Grassland","6.9","1.1","S","Spring","2806200","33067555.33",8,"2025-05-09"
"ind_1227","India","Mumbai","44.5",70,"132",22,"None","Koeppen-A","Arid","Desert","48","3.6","E","Spring","2956391","1641741.69",10,"2025-05-10"
"ind_1228","India","Mumbai","-7.8",49,"152.6",279,"Flood","Koeppen-B","Arid","Forest","-5.3","36.5","SE","Spring","5213514","92613293.99",2,"2025-05-11"
"ind_1229","India","Mumbai","9",10,"139.3",360,"Hurricane","Koeppen-C","Arid","Desert","9.5","27.9","NW","Spring","3561561","49146995.66",8,"2025-05-12"
"ind_123","India","Delhi","33.1",49,"152.9",171,"None","Koeppen-B","Arid","Wetland","35.6","31.1","E","Spring","6617598","40168267.38",5,"2024-05-02"
"ind_1230","India","Mumbai","9.4",56,"169.5",116,"Drought","Koeppen-D","Arid","Tundra","12.2","9.5","SW","Spring","9394757","53071267.03",4,"2025-05-13"
"ind_1231","India","Mumbai","28.3",38,"44.6",471,"None","Koeppen-B","Arid","Forest","30.2","21.5","S","Spring","117008","50360053.62",6,"2025-05-14"
"ind_1232","India","Mumbai","5",54,"190.4",303,"None","Koeppen-B","Arid","Grassland","7.7","36.7","S","Spring","6822602","19260398.06",2,"2025-05-15"
"ind_1233","India","Mumbai","33.7",52,"56.4",200,"None","Koeppen-C","Arid","Forest","36.3","19.6","NE","Spring","6060489","67251078.29",1,"2025-05-16"
"ind_1234","India","Mumbai","6.7",95,"126.6",428,"None","Koeppen-D","Arid","Desert","11.4","39.9","E","Spring","7846894","1303690.81",9,"2025-05-17"
"ind_1235","India","Mumbai","3.5",26,"147.2",451,"None","Koeppen-C","Arid","Desert","4.8","15.7","SE","Spring","3391560","68424122.96",2,"2025-05-18"
"ind_1236","India","Mumbai","22.9",37,"166.1",392,"None","Koeppen-D","Arid","Forest","24.8","11.1","NE","Spring","784276","5251544.45",5,"2025-05-19"
"ind_1237","India","Mumbai","44.1",100,"58.5",158,"None","Koeppen-B","Arid","Wetland","49.1","23.9","SE","Spring","3742845","94976598.16",4,"2025-05-20"
"ind_1238","India","Mumbai","-2",79,"185.2",381,"None","Koeppen-C","Arid","Grassland","2","2.6","NW","Spring","3125664","24194724.3",5,"2025-05-21"
"ind_1239","India","Mumbai","24.9",84,"64",325,"Heatwave","Koeppen-B","Arid","Grassland","29.1","14.3","W","Spring","5632355","79969589.44",5,"2025-05-22"
"ind_124","India","Delhi","-8.4",59,"142.2",91,"None","Koeppen-A","Arid","Tundra","-5.5","12.2","W","Spring","2899535","42535858.61",4,"2024-05-03"
"ind_1240","India","Mumbai","1.5",24,"117.6",421,"Drought","Koeppen-B","Arid","Grassland","2.7","22.6","S","Spring","1624852","15672852.87",1,"2025-05-23"
"ind_1241","India","Mumbai","30.9",81,"14",492,"None","Koeppen-D","Arid","Tundra","34.9","39.9","SE","Spring","3281785","26930883.45",3,"2025-05-24"
"ind_1242","India","Mumbai","35.6",96,"87.6",39,"None","Koeppen-A","Arid","Tundra","40.4","10.5","SE","Spring","5998770","1332039.76",8,"2025-05-25"
"ind_1243","India","Mumbai","17.5",42,"58.9",360,"Drought","Koeppen-B","Arid","Tundra","19.6","3.6","SW","Spring","7435736","14940275.25",6,"2025-05-26"
"ind_1244","India","Mumbai","34.9",51,"168.9",188,"None","Koeppen-A","Arid","Wetland","37.4","6.6","N","Spring","7240646","24457352.01",8,"2025-05-27"
"ind_1245","India","Mumbai","4.7",95,"58.7",339,"None","Koeppen-A","Arid","Forest","9.4","25.7","NE","Spring","6791674","34500727.87",4,"2025-05-28"
"ind_1246","India","Mumbai","28.2",38,"18.7",181,"None","Koeppen-B","Arid","Tundra","30.1","30.1","NE","Spring","8369709","45549681.18",1,"2025-05-29"
"ind_1247","India","Mumbai","25.9",43,"45.9",133,"None","Koeppen-D","Arid","Wetland","28","14.8","SE","Spring","2036685","71140262.17",3,"2025-05-30"
"ind_1248","India","Mumbai","33.5",51,"101.3",328,"None","Koeppen-A","Arid","Forest","36","23.6","E","Spring","780259","41483361.16",7,"2025-05-31"
"ind_1249","India","Mumbai","-9.5",42,"62.7",373,"None","Koeppen-A","Arid","Wetland","-7.4","13","SW","Summer","5272203","52364377.32",9,"2025-06-01"
"ind_125","India","Delhi","30.7",44,"32.7",215,"None","Koeppen-B","Arid","Forest","32.9","4.1","N","Spring","3383431","65805369.85",7,"2024-05-04"
"ind_1250","India","Mumbai","32.6",33,"196.9",19,"Drought","Koeppen-D","Arid","Tundra","34.2","29.9","N","Summer","5497052","47196888.06",7,"2025-06-02"
"ind_1251","India","Mumbai","27.7",33,"58.8",103,"None","Koeppen-C","Arid","Grassland","29.3","26.6","W","Summer","2522548","55667189.77",9,"2025-06-03"
"ind_1252","India","Mumbai","41.8",25,"71.5",340,"Flood","Koeppen-C","Arid","Forest","43","4.2","W","Summer","5722774","83132628.53",4,"2025-06-04"
"ind_1253","India","Mumbai","-2.3",37,"2.6",80,"None","Koeppen-B","Arid","Forest","-0.4","15.9","SW","Summer","8084799","85722056.83",4,"2025-06-05"
"ind_1254","India","Mumbai","13.3",56,"115",476,"None","Koeppen-C","Arid","Forest","16.1","18.9","SE","Summer","8263695","36082475.38",2,"2025-06-06"
"ind_1255","India","Mumbai","38.9",27,"77.1",237,"None","Koeppen-C","Arid","Desert","40.2","30.4","NW","Summer","6666278","12872698.91",6,"2025-06-07"
"ind_1256","India","Mumbai","8.3",40,"187.1",61,"None","Koeppen-A","Arid","Grassland","10.3","13.3","E","Summer","9821679","68726407.46",3,"2025-06-08"
"ind_1258","India","Mumbai","-6.2",44,"90.8",142,"None","Koeppen-A","Arid","Tundra","-4","38.9","SE","Summer","9342766","3494552.17",3,"2025-06-10"
"ind_1259","India","Mumbai","3",76,"136",98,"None","Koeppen-C","Arid","Wetland","6.8","5.5","E","Summer","1564035","11528216.18",6,"2025-06-11"
"ind_126","India","Delhi","21.6",77,"37.6",154,"Flood","Koeppen-B","Arid","Wetland","25.5","28.9","E","Spring","6594905","42044301.19",9,"2024-05-05"
"ind_1260","India","Mumbai","13.2",31,"80.2",288,"None","Koeppen-D","Arid","Forest","14.8","22.3","E","Summer","3398375","11704991.44",8,"2025-06-12"
"ind_1261","India","Mumbai","12.4",71,"22.2",441,"None","Koeppen-D","Arid","Wetland","16","16.9","E","Summer","2219787","26624358.9",8,"2025-06-13"
"ind_1262","India","Mumbai","34.4",59,"112.8",407,"None","Koeppen-B","Arid","Desert","37.4","32.7","N","Summer","2111416","75690671.41",9,"2025-06-14"
"ind_1263","India","Mumbai","26.7",79,"23.6",404,"None","Koeppen-B","Arid","Desert","30.6","17.7","N","Summer","4051131","12811792.16",9,"2025-06-15"
"ind_1264","India","Mumbai","33.3",19,"6.4",279,"None","Koeppen-A","Arid","Forest","34.2","11.3","W","Summer","5401765","79807030.6",3,"2025-06-16"
"ind_1265","India","Mumbai","26.4",64,"45.2",424,"None","Koeppen-B","Arid","Grassland","29.6","22.9","N","Summer","2625918","20517664.21",7,"2025-06-17"
"ind_1266","India","Mumbai","37",64,"26.9",497,"None","Koeppen-C","Arid","Wetland","40.2","32.4","E","Summer","5136898","67699204.47",7,"2025-06-18"
"ind_1267","India","Mumbai","39.9",100,"9.4",313,"None","Koeppen-B","Arid","Forest","44.9","39.8","SW","Summer","5016526","45586149.35",2,"2025-06-19"
"ind_1268","India","Mumbai","31.1",10,"53",182,"Hurricane","Koeppen-C","Arid","Forest","31.6","9.9","W","Summer","4309888","64023824.58",10,"2025-06-20"
"ind_1269","India","Mumbai","-7.6",26,"118.3",447,"None","Koeppen-D","Arid","Forest","-6.3","11.6","NW","Summer","5781569","79760824.76",3,"2025-06-21"
"ind_127","India","Delhi","7.8",25,"75.4",491,"None","Koeppen-B","Arid","Tundra","9.1","16.1","S","Spring","442547","56022890.67",5,"2024-05-06"
"ind_1270","India","Mumbai","40.8",76,"4.4",148,"None","Koeppen-B","Arid","Grassland","44.6","22.7","NW","Summer","2114622","17777811.01",10,"2025-06-22"
"ind_1271","India","Mumbai","40.8",68,"63",452,"None","Koeppen-C","Arid","Desert","44.2","31.8","NE","Summer","8493028","92074465.94",4,"2025-06-23"
"ind_1272","India","Mumbai","4",86,"102.5",470,"None","Koeppen-C","Arid","Wetland","8.3","10.9","S","Summer","8305094","62031282.42",7,"2025-06-24"
"ind_1273","India","Mumbai","-9.9",83,"81.3",332,"None","Koeppen-C","Arid","Grassland","-5.8","32.5","S","Summer","7144770","78184720.81",8,"2025-06-25"
"ind_1274","India","Mumbai","37.3",10,"166.2",431,"None","Koeppen-B","Arid","Grassland","37.8","32.1","NE","Summer","3265644","66511488.44",2,"2025-06-26"
"ind_1275","India","Mumbai","-5.9",27,"174",60,"None","Koeppen-C","Arid","Forest","-4.6","5.8","N","Summer","1881856","46007078.09",9,"2025-06-27"
"ind_1276","India","Mumbai","29.9",14,"96.1",429,"None","Koeppen-C","Arid","Wetland","30.6","39.8","NE","Summer","5530956","89151571.14",7,"2025-06-28"
"ind_1277","India","Mumbai","42.7",84,"195",381,"None","Koeppen-A","Arid","Grassland","46.9","17.5","N","Summer","2516449","70443498.41",9,"2025-06-29"
"ind_1278","India","Mumbai","34.2",34,"64.5",111,"Drought","Koeppen-A","Arid","Grassland","35.9","39.6","W","Summer","5285648","87837557.07",6,"2025-06-30"
"ind_1279","India","Mumbai","38.4",63,"81.6",304,"None","Koeppen-A","Arid","Grassland","41.5","16.9","SW","Summer","4576768","25741783.63",8,"2025-07-01"
"ind_128","India","Delhi","-6.4",43,"111",248,"None","Koeppen-D","Arid","Desert","-4.2","27.1","SW","Spring","7869755","36495470.55",8,"2024-05-07"
"ind_1280","India","Mumbai","-8.5",41,"129.7",483,"None","Koeppen-C","Arid","Wetland","-6.4","30.8","SW","Summer","2775486","10772945.39",1,"2025-07-02"
"ind_1281","India","Mumbai","43.8",22,"130.5",447,"None","Koeppen-D","Arid","Desert","44.9","4.8","E","Summer","1237016","26890806.86",5,"2025-07-03"
